OID_;Codigo;Municipio;Total;Mas65;Porcentaje
2182;19105;Chiloeches;3797;422;11,1140374
2183;18061;Chimeneas;1244;313;25,1607717
2184;22096;Chimillas;411;84;20,4379562
2185;2029;Chinchilla de Monte-Aragón;4344;665;15,30847145
2186;28052;Chinchón;5506;1080;19,61496549
2187;11016;Chipiona;19368;3137;16,1968195
2188;50092;Chiprana;503;94;18,68787276
2189;4037;Chirivel;1501;486;32,37841439
2190;46111;Chiva;15769;2380;15,0929038
2191;50093;Chodes;100;33;33
2192;12055;Chodos/Xodos;109;33;30,27522936
2193;12056;Chóvar;302;85;28,14569536
2194;24065;Chozas de Abajo;2596;635;24,46070878
2195;45056;Chozas de Canales;4335;470;10,84198385
2196;21030;Chucena;2242;428;19,09009813
2197;45057;Chueca;253;59;23,3201581
2198;46112;Chulilla;700;201;28,71428571
2199;16081;Chumillas;58;14;24,13793103
2200;18062;Churriana de la Vega;15741;1725;10,95864303
2201;9101;Ciadoncha;78;35;44,87179487
2202;26048;Cidamón;24;6;25
2203;42061;Cidones;302;96;31,78807947
2204;28040;Ciempozuelos;25083;3499;13,94968704
2205;16074;Cierva, La;34;18;52,94117647
2206;39021;Cieza;548;191;34,8540146
2207;30019;Cieza;35301;5945;16,84088269
2208;19086;Cifuentes;1611;450;27,93296089
2209;47050;Cigales;5299;652;12,30420834
2210;42062;Cigudosa;20;8;40
2211;47051;Ciguñuela;375;74;19,73333333
2212;42063;Cihuela;47;30;63,82978723
2213;26049;Cihuri;184;44;23,91304348
2214;18048;Cijuela;3472;368;10,59907834
2215;5059;Cillán;82;39;47,56097561
2216;9102;Cillaperlata;35;14;40
2217;10064;Cilleros;1617;499;30,85961657
2218;37104;Cilleros de la Bastida;21;11;52,38095238
2219;9103;Cilleruelo de Abajo;218;86;39,44954128
2220;9104;Cilleruelo de Arriba;41;16;39,02439024
2221;40055;Cilleruelo de San Mamés;34;11;32,35294118
2222;39022;Cillorigo de Liébana;1299;290;22,32486528
2223;24054;Cimanes de la Vega;441;158;35,8276644
2224;24055;Cimanes del Tejar;737;287;38,94165536
2225;50082;Cimballa;93;42;45,16129032
2226;50083;Cinco Olivas;105;30;28,57142857
2227;19087;Cincovillas;20;9;45
2228;12045;Cinctorres;404;107;26,48514851
2229;31072;Cintruénigo;8051;1390;17,26493603
2230;37106;Cipérez;255;112;43,92156863
2231;12046;Cirat;211;68;32,22748815
2232;31074;Cirauqui/Zirauki;488;121;24,79508197
2233;42064;Ciria;76;33;43,42105263
2234;31075;Ciriza/Ziritza;163;32;19,63190184
2235;19088;Ciruelas;117;37;31,62393162
2236;45050;Ciruelos;616;91;14,77272727
2237;9105;Ciruelos de Cervera;104;35;33,65384615
2238;19089;Ciruelos del Pinar;23;9;39,13043478
2239;26050;Cirueña;180;44;24,44444444
2240;42065;Cirujales del Río;20;8;40
2241;5060;Cisla;104;44;42,30769231
2242;34059;Cisneros;429;157;36,5967366
2243;17051;Cistella;282;64;22,69503546
2244;47052;Cistérniga;9109;921;10,11087935
2245;24056;Cistierna;3038;936;30,80974325
2246;13034;Ciudad Real;75104;13552;18,04431189
2247;37107;Ciudad Rodrigo;12065;3508;29,0758392
2248;7015;Ciutadella de Menorca;30638;5108;16,67210653
2249;25074;Ciutadilla;202;61;30,1980198
2250;31076;Cizur;3890;357;9,177377892
2251;50084;Clarés de Ribota;68;29;42,64705882
2252;25075;Clariana de Cardener;158;30;18,98734177
2253;26051;Clavijo;291;72;24,74226804
2254;33018;Coaña;3312;956;28,8647343
2255;4034;Cóbdar;170;58;34,11764706
2256;45051;Cobeja;2412;344;14,26202322
2257;28041;Cobeña;7444;666;8,946802794
2258;19090;Cobeta;109;38;34,86238532
2259;45052;Cobisa;4377;416;9,504226639
2260;34060;Cobos de Cerrato;131;43;32,82442748
2261;40056;Cobos de Fuentidueña;34;23;67,64705882
2262;49050;Cobreros;552;200;36,23188406
2263;40057;Coca;1726;454;26,30359212
2264;37108;Coca de Alba;106;48;45,28301887
2265;3056;Cocentaina;11451;2465;21,52650424
2266;50085;Codo;206;80;38,83495146
2267;44080;Codoñera, La;317;89;28,07570978
2268;40058;Codorniz;322;138;42,85714286
2269;50086;Codos;237;78;32,91139241
2270;6037;Codosera, La;2049;649;31,67398731
2271;46097;Cofrentes;1122;308;27,45098039
2272;47053;Cogeces de Íscar;142;46;32,3943662
2273;47054;Cogeces del Monte;637;243;38,14756672
2274;19091;Cogollor;21;9;42,85714286
2275;9108;Cogollos;592;86;14,52702703
2276;18049;Cogollos de Guadix;630;172;27,3015873
2277;18050;Cogollos de la Vega;2015;400;19,85111663
2278;19092;Cogolludo;552;145;26,26811594
2279;25076;Cogul, El;143;54;37,76223776
2280;29042;Coín;23375;3631;15,53368984
2281;15027;Coirós;1873;587;31,3400961
2282;17054;Colera;462;145;31,38528139
2283;32026;Coles;3125;1056;33,792
2284;5061;Colilla, La;341;60;17,59530792
2285;39023;Colindres;8504;1578;18,55597366
2286;25077;Coll de Nargó;548;157;28,64963504
2287;5062;Collado de Contreras;158;64;40,50632911
2288;10065;Collado de la Vera;217;26;11,98156682
2289;5063;Collado del Mirón;29;18;62,06896552
2290;40059;Collado Hermoso;129;34;26,35658915
2291;28046;Collado Mediano;7348;1093;14,87479586
2292;28047;Collado Villalba;63825;9327;14,613396
2293;34061;Collazos de Boedo;104;41;39,42307692
2294;8069;Collbató;4655;646;13,87755102
2295;43045;Colldejou;167;42;25,1497006
2296;8070;Collsuspina;387;75;19,37984496
2297;29043;Colmenar;3450;690;20
2298;37109;Colmenar de Montemayor;177;68;38,4180791
2299;28043;Colmenar de Oreja;8303;1534;18,47524991
2300;28042;Colmenar del Arroyo;1875;357;19,04
2301;28045;Colmenar Viejo;52480;7046;13,42606707
2302;28044;Colmenarejo;9376;1138;12,13737201
2303;18051;Colomera;1298;287;22,11093991
2304;17055;Colomers;188;51;27,12765957
2305;33019;Colunga;3236;1113;34,39431397
2306;22090;Colungo;118;43;36,44067797
2307;25163;Coma i la Pedra, La;277;59;21,29963899
2308;29044;Comares;1349;454;33,65455893
2309;39024;Comillas;2117;624;29,47567312
2310;29045;Cómpeta;3866;1195;30,91050181
2311;25161;Conca de Dalt;421;132;31,35391924
2312;40060;Condado de Castilnovo;85;37;43,52941176
2313;9109;Condado de Treviño;1416;192;13,55932203
2314;19095;Condemios de Abajo;10;1;10
2315;19096;Condemios de Arriba;111;38;34,23423423
2316;43046;Conesa;106;33;31,13207547
2317;3057;Confrides;271;86;31,73431734
2318;24057;Congosto;1431;434;30,32844165
2319;34062;Congosto de Valdavia;150;68;45,33333333
2320;19097;Congostrina;12;3;25
2321;11014;Conil de la Frontera;23182;3679;15,87007161
2322;14020;Conquista;372;132;35,48387097
2323;10066;Conquista de la Sierra;192;53;27,60416667
2324;7016;Consell;4243;640;15,08366722
2325;43047;Constantí;6724;1007;14,97620464
2326;41033;Constantina;5864;1222;20,83901774
2327;5064;Constanzana;107;44;41,12149533
2328;45053;Consuegra;9942;2069;20,81070207
2329;50087;Contamina;33;18;54,54545455
2330;9110;Contreras;81;43;53,08641975
2331;49052;Coomonte;198;79;39,8989899
2332;19098;Copernal;31;6;19,35483871
2333;8071;Copons;322;75;23,29192547
2334;44082;Corbalán;108;20;18,51851852
2335;46098;Corbera;3088;667;21,59974093
2336;8072;Corbera de Llobregat;15017;2177;14,49690351
2337;43048;Corbera d'Ebre;981;272;27,72680938
2338;24058;Corbillos de los Oteros;193;83;43,00518135
2339;25078;Corbins;1499;288;19,21280854
2340;17057;Corçà;1275;296;23,21568627
2341;47055;Corcos;203;64;31,5270936
2342;15028;Corcubión;1606;432;26,89912827
2343;14021;Córdoba;322071;63133;19,60219952
2344;6038;Cordobilla de Lácara;878;203;23,12072893
2345;37110;Cordovilla;112;41;36,60714286
2346;34063;Cordovilla la Real;98;35;35,71428571
2347;26052;Cordovín;158;72;45,56962025
2348;19099;Corduente;342;90;26,31578947
2349;31077;Corella;8220;1474;17,93187348
2350;26053;Corera;262;77;29,38931298
2351;49053;Coreses;1059;293;27,66761095
2352;27014;Corgo, O;3440;1332;38,72093023
2353;10067;Coria;12330;2636;21,37875101
2354;41034;Coria del Río;30774;4601;14,95093261
2355;41035;Coripe;1241;340;27,39726027
2356;15029;Coristanco;5878;2047;34,82477033
2357;26054;Cornago;322;140;43,47826087
2358;8073;Cornellà de Llobregat;89300;17879;20,0212766
2359;17056;Cornellà del Terri;2422;474;19,57060281
2360;43049;Cornudella de Montsant;965;218;22,59067358
2361;6039;Coronada, La;2175;438;20,13793103
2362;41036;Coronil, El;4699;963;20,49372207
2363;28048;Corpa;742;112;15,09433962
2364;26055;Corporales;38;14;36,84210526
2365;45054;Corral de Almaguer;5068;1198;23,63851618
2366;40061;Corral de Ayllón;71;26;36,61971831
2367;13035;Corral de Calatrava;1102;284;25,77132486
2368;39025;Corrales de Buelna, Los;10703;2441;22,80668971
2369;47056;Corrales de Duero;109;40;36,69724771
2370;49054;Corrales del Vino;934;320;34,26124197
2371;41037;Corrales, Los;3985;697;17,49058971
2372;2027;Corral-Rubio;306;92;30,06535948
2373;6040;Corte de Peleas;1207;270;22,36951118
2374;21024;Corteconcepción;571;120;21,01576182
2375;32027;Cortegada;1061;405;38,17153629
2376;21025;Cortegana;4635;1022;22,04962244
2377;21026;Cortelazor;303;76;25,08250825
2378;31078;Cortes;3164;715;22,59797724
2379;44084;Cortes de Aragón;63;21;33,33333333
2380;12048;Cortes de Arenoso;291;80;27,49140893
2381;18053;Cortes de Baza;1870;627;33,52941176
2382;29046;Cortes de la Frontera;3034;650;21,42386289
2383;46099;Cortes de Pallás;758;291;38,39050132
2384;18054;Cortes y Graena;990;230;23,23232323
2385;13036;Cortijos, Los;876;285;32,53424658
2386;24059;Corullón;862;369;42,80742459
2387;9112;Coruña del Conde;105;38;36,19047619
2388;15030;Coruña, A;245468;61757;25,15888018
2389;33020;Corvera de Asturias;15570;3729;23,94990366
2390;39026;Corvera de Toranzo;2054;522;25,41382668
2391;44085;Cosa;55;21;38,18181818
2392;42068;Coscurita;72;30;41,66666667
2393;28049;Coslada;81273;16822;20,69814083
2394;27015;Cospeito;4374;1524;34,84224966
2395;7017;Costitx;1379;262;18,99927484
2396;12049;Costur;531;116;21,84557439
2397;50088;Cosuenda;335;113;33,73134328
2398;49055;Cotanes del Monte;96;34;35,41666667
2399;46100;Cotes;326;83;25,4601227
2400;2028;Cotillas;134;41;30,59701493
2401;36012;Cotobade;0;0;0
2402;42069;Covaleda;1621;552;34,05305367
2403;9113;Covarrubias;539;172;31,9109462
2404;36013;Covelo;2455;915;37,27087576
2405;12050;Coves de Vinromà, les;1792;494;27,56696429
2406;3058;Cox;7427;1144;15,40325838
2407;13037;Cózar;923;269;29,14409534
2408;40902;Cozuelos de Fuentidueña;120;53;44,16666667
2409;36014;Crecente;1961;802;40,89750127
2410;43050;Creixell;3912;919;23,49182004
2411;24060;Crémenes;522;197;37,7394636
2412;17058;Crespià;270;57;21,11111111
2413;5065;Crespos;494;153;30,97165992
2414;44086;Cretas;555;172;30,99099099
2415;3059;Crevillent;29717;5116;17,2157351
2416;6041;Cristina;551;101;18,33030853
2417;37112;Cristóbal;159;65;40,88050314
2418;44087;Crivillén;87;31;35,63218391
2419;17901;Cruïlles, Monells i Sant Sadurní de l'Heura;1327;261;19,66842502
2420;10068;Cuacos de Yuste;847;215;25,3837072
2421;24061;Cuadros;2057;547;26,59212445
2422;32028;Cualedro;1639;770;46,97986577
2423;50089;Cuarte de Huerva;13773;877;6,367530676
2424;44088;Cuba, La;42;11;26,19047619
2425;28050;Cubas de la Sagra;6642;705;10,61427281
2426;50090;Cubel;146;55;37,67123288
2427;8074;Cubelles;16051;2830;17,63130023
2428;25079;Cubells;357;102;28,57142857
2429;42070;Cubilla;27;15;55,55555556
2430;34066;Cubillas de Cerrato;63;24;38,0952381
2431;24062;Cubillas de los Oteros;133;54;40,60150376
2432;24063;Cubillas de Rueda;389;149;38,3033419
2433;47057;Cubillas de Santa Marta;352;85;24,14772727
2434;40062;Cubillo;76;29;38,15789474
2435;19102;Cubillo de Uceda, El;129;30;23,25581395
2436;9114;Cubillo del Campo;102;33;32,35294118
2437;49056;Cubillos;304;117;38,48684211
2438;24064;Cubillos del Sil;1796;409;22,77282851
2439;44089;Cubla;52;13;25
2440;49057;Cubo de Benavente;120;53;44,16666667
2441;9115;Cubo de Bureba;105;34;32,38095238
2442;37113;Cubo de Don Sancho, El;427;137;32,08430913
2443;42071;Cubo de la Solana;179;80;44,69273743
2444;49058;Cubo de Tierra del Vino, El;314;110;35,03184713
2445;44090;Cucalón;82;32;39,02439024
2446;33021;Cudillero;4968;1583;31,86392915
2447;49059;Cuelgamures;83;37;44,57831325
2448;40063;Cuéllar;9620;2107;21,9022869
2449;16078;Cuenca;53988;10188;18,87086019
2450;47058;Cuenca de Campos;208;86;41,34615385
2451;50091;Cuerlas, Las;42;20;47,61904762
2452;45055;Cuerva;1277;318;24,90211433
2453;41903;Cuervo de Sevilla, El;8667;1274;14,69943464
2454;44092;Cuervo, El;74;35;47,2972973
2455;42073;Cueva de Ágreda;67;37;55,2238806
2456;9117;Cueva de Roa, La;106;38;35,8490566
2457;16079;Cueva del Hierro;35;11;31,42857143
2458;29047;Cuevas Bajas;1355;271;20
2459;44093;Cuevas de Almudén;118;27;22,88135593
2460;40905;Cuevas de Provanco;127;63;49,60629921
2461;9119;Cuevas de San Clemente;42;25;59,52380952
2462;29049;Cuevas de San Marcos;3614;753;20,83563918
2463;4035;Cuevas del Almanzora;14623;2397;16,39198523
2464;29048;Cuevas del Becerro;1601;419;26,17114304
2465;18912;Cuevas del Campo;1742;479;27,49712974
2466;5066;Cuevas del Valle;514;161;31,3229572
2467;44094;Cuevas Labradas;137;55;40,1459854
2468;12051;Culla;510;202;39,60784314
2469;18056;Cúllar;4079;1090;26,72223584
2470;18057;Cúllar Vega;7719;862;11,16724964
2471;46105;Cullera;22708;4933;21,72362163
2472;15031;Culleredo;30758;5382;17,49788673
2473;10069;Cumbre, La;837;285;34,05017921
2474;21027;Cumbres de Enmedio;53;12;22,64150943
2475;21028;Cumbres de San Bartolomé;374;122;32,62032086
2476;21029;Cumbres Mayores;1734;410;23,64475202
2477;43051;Cunit;14081;3108;22,072296
2478;36015;Cuntis;4643;1491;32,11285807
2479;47059;Curiel de Duero;118;29;24,57627119
2480;15032;Curtis;4081;1062;26,02303357
2481;29050;Cútar;602;177;29,40199336
2482;26056;Cuzcurrita de Río Tirón;522;134;25,67049808
2483;28053;Daganzo de Arriba;10520;842;8,003802281
2484;13039;Daimiel;17771;3515;19,7794159
2485;46113;Daimús;3277;627;19,13335368
2486;4038;Dalías;4102;781;19,03949293
2487;17060;Darnius;540;146;27,03703704
2488;50094;Daroca;1914;517;27,01149425
2489;26057;Daroca de Rioja;62;19;30,64516129
2490;18063;Darro;1636;241;14,73105134
2491;17061;Das;248;41;16,53225806
2492;3061;Daya Nueva;1757;430;24,47353443
2493;3062;Daya Vieja;707;283;40,02828854
2494;20029;Deba;5441;1312;24,11321448
2495;33022;Degaña;852;219;25,70422535
2496;34067;Dehesa de Montejo;127;45;35,43307087
2497;34068;Dehesa de Romanos;56;12;21,42857143
2498;18064;Dehesas de Guadix;412;117;28,39805825
2499;18065;Dehesas Viejas;685;147;21,45985401
2500;7018;Deià;674;133;19,73293769
2501;18066;Deifontes;2625;528;20,11428571
2502;10070;Deleitosa;684;226;33,04093567
2503;43901;Deltebre;11539;2591;22,45428547
2504;3063;Dénia;42953;8243;19,19074337
2505;48901;Derio;6780;1234;18,20058997
2506;10071;Descargamaría;107;38;35,51401869
2507;31079;Desojo;72;32;44,44444444
2508;24066;Destriana;441;212;48,07256236
2509;42075;Dévanos;79;39;49,36708861
2510;42076;Deza;211;98;46,44549763
2511;31080;Dicastillo;589;158;26,82512733
2512;5903;Diego del Carpio;117;57;48,71794872
2513;18067;Diezma;776;172;22,16494845
2514;18068;Dílar;2137;362;16,939635
2515;48026;Dima;1472;272;18,47826087
2516;37115;Dios le Guarde;117;52;44,44444444
2517;15033;Dodro;2710;828;30,55350554
2518;18069;Dólar;637;180;28,25745683
2519;3064;Dolores;7620;1372;18,00524934
2520;46114;Domeño;670;149;22,23880597
2521;40068;Domingo García;32;12;37,5
2522;45058;Domingo Pérez;325;125;38,46153846
2523;18915;Domingo Pérez de Granada;862;220;25,52204176
2524;6043;Don Álvaro;784;163;20,79081633
2525;6044;Don Benito;37275;6107;16,38363514
2526;31081;Donamaria;451;97;21,50776053
2527;31221;Doneztebe/Santesteban;1826;318;17,41511501
2528;40069;Donhierro;85;24;28,23529412
2529;5069;Donjimeno;72;27;37,5
2530;20069;Donostia/San Sebastián;188102;46256;24,59091344
2531;5070;Donvidas;30;11;36,66666667
2532;14022;Doña Mencía;4603;957;20,79078862
2533;37116;Doñinos de Ledesma;63;22;34,92063492
2534;37117;Doñinos de Salamanca;2214;219;9,891598916
2535;46115;Dos Aguas;312;86;27,56410256
2536;41038;Dos Hermanas;136250;19020;13,95963303
2537;14023;Dos Torres;2399;514;21,425594
2538;45059;Dosbarrios;2263;485;21,43172779
2539;8075;Dosrius;5685;811;14,26561126
2540;36016;Dozón;1057;413;39,07284768
2541;19107;Driebes;361;132;36,56509695
2542;18070;Dúdar;362;72;19,88950276
2543;34069;Dueñas;2592;633;24,4212963
2544;43053;Duesaigües;234;51;21,79487179
2545;15034;Dumbría;2927;981;33,51554493
2546;48027;Durango;29935;5703;19,05127777
2547;18071;Dúrcal;7168;1276;17,80133929
2548;19108;Durón;105;39;37,14285714
2549;40070;Duruelo;190;42;22,10526316
2550;42078;Duruelo de la Sierra;1066;359;33,67729831
2551;48028;Ea;820;227;27,68292683
2552;31083;Echarri/Etxarri;78;9;11,53846154
2553;41039;Écija;39838;6668;16,73778804
2554;20030;Eibar;27467;6822;24,83707722
2555;7026;Eivissa;50643;6607;13,04622554
2556;50095;Ejea de los Caballeros;17036;3366;19,75815919
2557;37118;Éjeme;129;44;34,10852713
2558;4902;Ejido, El;84005;8596;10,23272424
2559;44096;Ejulve;178;58;32,58426966
2560;48031;Elantxobe;344;114;33,13953488
2561;1021;Elburgo/Burgelu;634;92;14,51104101
2562;2030;Elche de la Sierra;3557;806;22,65954456
2563;3065;Elche/Elx;234205;40977;17,49621058
2564;1022;Elciego;996;232;23,29317269
2565;3066;Elda;52551;11327;21,55429963
2566;20031;Elduain;244;47;19,26229508
2567;20033;Elgeta;1141;211;18,49255039
2568;20032;Elgoibar;11464;2638;23,01116539
2569;31087;Elgorriaga;214;47;21,96261682
2570;46116;Eliana, l';18302;3530;19,28750956
2571;10072;Eljas;897;354;39,46488294
2572;48032;Elorrio;7383;1665;22,55180821
2573;1023;Elvillar/Bilar;327;87;26,60550459
2574;19109;Embid;33;15;45,45454545
2575;50096;Embid de Ariza;32;14;43,75
2576;46117;Emperador;698;82;11,747851
2577;37120;Encina de San Silvestre;114;29;25,43859649
2578;37119;Encina, La;104;51;49,03846154
2579;50098;Encinacorba;186;68;36,55913978
2580;40071;Encinas;40;19;47,5
2581;37121;Encinas de Abajo;617;150;24,31118314
2582;37122;Encinas de Arriba;240;53;22,08333333
2583;47060;Encinas de Esgueva;221;99;44,79638009
2584;14024;Encinas Reales;2256;475;21,05496454
2585;21031;Encinasola;1292;389;30,10835913
2586;37123;Encinasola de los Comendadores;157;92;58,59872611
2587;24067;Encinedo;661;223;33,73676248
2588;40072;Encinillas;319;21;6,5830721
2589;9120;Encío;43;18;41,86046512
2590;26058;Enciso;174;56;32,18390805
2591;37124;Endrinal;210;76;36,19047619
2592;31089;Enériz/Eneritz;296;64;21,62162162
2593;46118;Enguera;4779;1077;22,53609542
2594;16082;Enguídanos;303;103;33,99339934
2595;4041;Enix;540;128;23,7037037
2596;46119;Ènova, l';912;258;28,28947368
2597;49061;Entrala;147;49;33,33333333
2598;39028;Entrambasaguas;5357;704;13,14168378
2599;26059;Entrena;1613;327;20,27278363
2600;32030;Entrimo;1128;463;41,04609929
2601;6045;Entrín Bajo;552;144;26,08695652
2602;50099;Épila;4368;837;19,16208791
2603;48902;Erandio;24489;5415;22,11196864
2604;31090;Eratsun;146;47;32,19178082
2605;24068;Ercina, La;450;181;40,22222222
2606;48033;Ereño;263;76;28,8973384
2607;31091;Ergoiena;366;130;35,51912568
2608;50100;Erla;356;128;35,95505618
2609;48034;Ermua;15791;4037;25,56519536
2610;20067;Errenteria;39219;9405;23,98072363
2611;20066;Errezil;578;107;18,51211073
2612;1047;Erriberabeitia;1421;208;14,63757917
2613;1046;Erriberagoitia/Ribera Alta;826;162;19,6125908
2614;48079;Errigoiti;489;118;24,13087935
2615;31092;Erro;790;204;25,82278481
2616;45060;Erustes;191;61;31,93717277
2617;21032;Escacena del Campo;2294;427;18,61377507
2618;17062;Escala, L';10497;2399;22,8541488
2619;39029;Escalante;762;219;28,74015748
2620;45061;Escalona;3441;717;20,836966
2621;40073;Escalona del Prado;498;150;30,12048193
2622;45062;Escalonilla;1397;303;21,68933429
2623;19110;Escamilla;57;20;35,0877193
2624;23031;Escañuela;940;185;19,68085106
2625;40074;Escarabajosa de Cabezas;289;93;32,1799308
2626;19111;Escariche;201;55;27,36318408
2627;50101;Escatrón;1120;297;26,51785714
2628;24069;Escobar de Campos;33;20;60,60606061
2629;40075;Escobar de Polendos;168;59;35,11904762
2630;42079;Escobosa de Almazán;20;13;65
2631;19112;Escopete;64;22;34,375
2632;7019;Escorca;181;53;29,28176796
2633;28054;Escorial, El;16594;3012;18,15113897
2634;44097;Escorihuela;141;58;41,13475177
2635;44099;Escucha;782;144;18,41432225
2636;10073;Escurial;862;229;26,56612529
2637;37125;Escurial de la Sierra;241;91;37,7593361
2638;18072;Escúzar;806;166;20,5955335
2639;32031;Esgos;1109;446;40,21641118
2640;47061;Esguevillas de Esgueva;269;115;42,75092937
2641;20034;Eskoriatza;4131;944;22,85160978
2642;31094;Eslava;106;43;40,56603774
2643;12057;Eslida;749;176;23,49799733
2644;37126;Espadaña;38;16;42,10526316
2645;49062;Espadañedo;109;44;40,36697248
2646;12058;Espadilla;84;15;17,85714286
2647;6046;Esparragalejo;1474;339;22,99864315
2648;6047;Esparragosa de la Serena;994;235;23,64185111
2649;6048;Esparragosa de Lares;895;256;28,60335196
2650;8076;Esparreguera;22358;3803;17,00957152
2651;41040;Espartinas;16048;1552;9,670987039
2652;31095;Esparza de Salazar/Espartza Zaraitzu;74;28;37,83783784
2653;37127;Espeja;220;85;38,63636364
2654;42080;Espeja de San Marcelino;158;64;40,50632911
2655;14025;Espejo;3272;908;27,75061125
2656;42081;Espejón;147;53;36,05442177
2657;23032;Espeluy;609;128;21,0180624
2658;11017;Espera;3845;703;18,28348505
2659;14026;Espiel;2424;612;25,24752475
2660;40076;Espinar, El;9476;1581;16,68425496
2661;17063;Espinelves;239;46;19,24686192
2662;37128;Espino de la Orbada;252;101;40,07936508
2663;34070;Espinosa de Cerrato;134;67;50
2664;9122;Espinosa de Cervera;90;29;32,22222222
2665;19113;Espinosa de Henares;627;158;25,19936204
2666;5072;Espinosa de los Caballeros;109;31;28,44036697
2667;9124;Espinosa de los Monteros;1674;521;31,12305854
2668;34071;Espinosa de Villagonzalo;165;65;39,39393939
2669;9123;Espinosa del Camino;46;16;34,7826087
2670;45063;Espinoso del Rey;435;196;45,05747126
2671;40077;Espirdo;1452;100;6,887052342
2672;19114;Esplegares;39;14;35,8974359
2673;25081;Espluga Calba, L';328;116;35,36585366
2674;43054;Espluga de Francolí, L';3717;833;22,41054614
2675;8077;Esplugues de Llobregat;46777;10915;23,33411719
2676;22099;Esplús;649;183;28,1972265
2677;17064;Espolla;412;128;31,06796117
2678;17065;Esponellà;469;111;23,6673774
2679;7020;Esporles;5134;856;16,67315933
2680;25082;Espot;366;74;20,21857923
2681;31096;Espronceda;103;45;43,68932039
2682;8078;Espunyola, L';258;62;24,03100775
2683;8254;Esquirol, L';2198;517;23,52138308
2684;45064;Esquivias;5747;867;15,08613189
2685;19115;Establés;29;9;31,03448276
2686;22102;Estada;204;66;32,35294118
2687;22103;Estadilla;803;239;29,7633873
2688;25088;Estamariu;129;39;30,23255814
2689;8079;Estany, L';408;115;28,18627451
2690;25085;Estaràs;172;48;27,90697674
2691;31097;Estella-Lizarra;13911;3361;24,16073611
2692;7021;Estellencs;326;89;27,3006135
2693;41041;Estepa;12459;1935;15,53094149
2694;42082;Estepa de San Juan;9;1;11,11111111
2695;9125;Estépar;604;212;35,09933775
2696;29051;Estepona;71925;11767;16,36009732
2697;44100;Estercuel;209;54;25,83732057
2698;31098;Esteribar;2790;390;13,97849462
2699;25086;Esterri d'Àneu;832;125;15,02403846
2700;25087;Esterri de Cardós;64;11;17,1875
2701;46120;Estivella;1491;352;23,60831657
2702;26060;Estollo;84;36;42,85714286
2703;22105;Estopiñán del Castillo;120;39;32,5
2704;36017;Estrada, A;20261;5747;28,36483885
2705;45065;Estrella, La;205;149;72,68292683
2706;28055;Estremera;1381;321;23,24402607
2707;19116;Estriégana;10;3;30
2708;46121;Estubeny;114;35;30,70175439
2709;31099;Etayo;65;23;35,38461538
2710;31082;Etxalar;828;206;24,87922705
2711;31084;Etxarri Aranatz;2489;572;22,98111691
2712;31085;Etxauri;645;132;20,46511628
2713;48029;Etxebarri;11664;1748;14,98628258
2714;48030;Etxebarria;790;177;22,40506329
2715;31100;Eulate;279;96;34,40860215
2716;31101;Ezcabarte;1809;278;15,36760641
2717;26061;Ezcaray;2076;462;22,25433526
2718;31093;Ezcároz/Ezkaroze;308;101;32,79220779
2719;20035;Ezkio-Itsaso;614;142;23,12703583
2720;31102;Ezkurra;136;51;37,5
2721;31103;Ezprogui;43;16;37,20930233
2722;50102;Fabara;1096;332;30,2919708
2723;24070;Fabero;4346;1218;28,02577082
2724;3067;Fageca;105;39;37,14285714
2725;22106;Fago;21;9;42,85714286
2726;31104;Falces;2316;615;26,55440415
2727;43055;Falset;2724;608;22,32011747
2728;3068;Famorca;45;22;48,88888889
2729;22107;Fanlo;103;34;33,00970874
2730;12059;Fanzara;273;93;34,06593407
2731;17005;Far d'Empordà, El;619;112;18,09369952
2732;29052;Faraján;250;92;36,8
2733;49063;Faramontanos de Tábara;332;140;42,1686747
2734;49064;Fariza;489;246;50,30674847
2735;50104;Farlete;378;137;36,24338624
2736;25089;Farrera;116;28;24,13793103
2737;38012;Fasnia;2807;664;23,65514784
2738;43056;Fatarella, La;917;333;36,31406761
2739;46122;Faura;3563;740;20,76901488
2740;46123;Favara;2563;540;21,0690597
2741;50105;Fayón;382;117;30,62827225
2742;50106;Fayos, Los;134;58;43,28358209
2743;43057;Febró, La;41;12;29,26829268
2744;7022;Felanitx;18164;3419;18,82294649
2745;4043;Felix;664;138;20,78313253
2746;15035;Fene;12832;3828;29,83167082
2747;2031;Férez;628;192;30,57324841
2748;6049;Feria;1077;301;27,94800371
2749;49065;Fermoselle;1136;482;42,42957746
2750;13040;Fernán Caballero;979;295;30,13278856
2751;14027;Fernán-Núñez;9667;1881;19,45794973
2752;18074;Ferreira;293;104;35,49488055
2753;49066;Ferreras de Abajo;494;219;44,33198381
2754;49067;Ferreras de Arriba;350;159;45,42857143
2755;7023;Ferreries;4892;796;16,27146361
2756;49068;Ferreruela;441;206;46,71201814
2757;44101;Ferreruela de Huerva;74;24;32,43243243
2758;15036;Ferrol;64785;18760;28,95732037
2759;8134;Figaró-Montmany;1127;222;19,69831411
2760;8080;Fígols;46;12;26,08695652
2761;25908;Fígols i Alinyà;260;77;29,61538462
2762;43058;Figuera, La;117;45;38,46153846
2763;17066;Figueres;47043;7468;15,87483791
2764;43059;Figuerola del Camp;336;72;21,42857143
2765;12060;Figueroles;531;115;21,65725047
