OID_;Codigo;Municipio;Total;Mas65;Porcentaje
6150;8198;Sant Antoni de Vilamajor;6383;980;15,35328216
6151;8199;Sant Bartomeu del Grau;913;195;21,35815991
6152;8200;Sant Boi de Llobregat;83755;16327;19,49376157
6153;8201;Sant Boi de Lluçanès;573;199;34,72949389
6154;43136;Sant Carles de la Ràpita;14931;3420;22,90536468
6155;8203;Sant Cebrià de Vallalta;3570;552;15,46218487
6156;8202;Sant Celoni;18176;3255;17,90823063
6157;8204;Sant Climent de Llobregat;4193;573;13,6656332
6158;17158;Sant Climent Sescebes;712;125;17,55617978
6159;8205;Sant Cugat del Vallès;94012;13493;14,35242309
6160;8206;Sant Cugat Sesgarrigues;1004;201;20,01992032
6161;25196;Sant Esteve de la Sarga;122;43;35,24590164
6162;8207;Sant Esteve de Palautordera;2997;438;14,61461461
6163;8208;Sant Esteve Sesrovires;7771;1272;16,36854974
6164;17159;Sant Feliu de Buixalleu;808;178;22,02970297
6165;8210;Sant Feliu de Codines;6406;1037;16,1879488
6166;17160;Sant Feliu de Guíxols;22210;4533;20,40972535
6167;8211;Sant Feliu de Llobregat;45463;8849;19,46417966
6168;17161;Sant Feliu de Pallerols;1456;319;21,90934066
6169;8212;Sant Feliu Sasserra;617;166;26,90437601
6170;17162;Sant Ferriol;247;51;20,64777328
6171;8209;Sant Fost de Campsentelles;8997;1860;20,67355785
6172;8213;Sant Fruitós de Bages;8936;1453;16,26007162
6173;17163;Sant Gregori;4012;661;16,47557328
6174;25192;Sant Guim de Freixenet;1059;267;25,21246459
6175;25197;Sant Guim de la Plana;184;53;28,80434783
6176;17164;Sant Hilari Sacalm;5758;1215;21,10107676
6177;8215;Sant Hipòlit de Voltregà;3547;668;18,83281646
6178;8193;Sant Iscle de Vallalta;1438;211;14,67315716
6179;8216;Sant Jaume de Frontanyà;28;11;39,28571429
6180;17165;Sant Jaume de Llierca;852;205;24,06103286
6181;43137;Sant Jaume dels Domenys;2666;456;17,10427607
6182;43902;Sant Jaume d'Enveja;3552;870;24,49324324
6183;7049;Sant Joan;2185;486;22,24256293
6184;3119;Sant Joan d'Alacant;24363;4441;18,22846119
6185;7050;Sant Joan de Labritja;6635;1077;16,23210249
6186;17167;Sant Joan de les Abadesses;3250;915;28,15384615
6187;17168;Sant Joan de Mollet;501;95;18,96207585
6188;12902;Sant Joan de Moró;3307;479;14,48442697
6189;8218;Sant Joan de Vilatorrada;10871;2084;19,17026952
6190;8217;Sant Joan Despí;34130;6087;17,83474949
6191;17185;Sant Joan les Fonts;3050;724;23,73770492
6192;46222;Sant Joanet;519;82;15,79961464
6193;17166;Sant Jordi Desvalls;796;152;19,09547739
6194;12099;Sant Jordi/San Jorge;1063;307;28,88052681
6195;7048;Sant Josep de sa Talaia;28299;3339;11,7990035
6196;8903;Sant Julià de Cerdanyola;235;56;23,82978723
6197;17169;Sant Julià de Ramis;3612;519;14,36877076
6198;8220;Sant Julià de Vilatorta;3152;554;17,57614213
6199;17903;Sant Julià del Llor i Bonmatí;1314;217;16,51445967
6200;8221;Sant Just Desvern;19379;3534;18,2362351
6201;17171;Sant Llorenç de la Muga;267;57;21,34831461
6202;25193;Sant Llorenç de Morunys;985;281;28,52791878
6203;7051;Sant Llorenç des Cardassar;8920;1489;16,69282511
6204;8222;Sant Llorenç d'Hortons;2459;389;15,8194388
6205;8223;Sant Llorenç Savall;2514;542;21,5592681
6206;7052;Sant Lluís;6877;1222;17,76937618
6207;8225;Sant Martí d'Albars;107;32;29,90654206
6208;8224;Sant Martí de Centelles;1186;185;15,59865093
6209;17172;Sant Martí de Llémena;663;101;15,23378582
6210;25902;Sant Martí de Riucorb;649;213;32,81972265
6211;8226;Sant Martí de Tous;1236;228;18,44660194
6212;8227;Sant Martí Sarroca;3286;622;18,9287888
6213;8228;Sant Martí Sesgueioles;344;67;19,47674419
6214;17173;Sant Martí Vell;244;51;20,90163934
6215;12100;Sant Mateu;1968;466;23,67886179
6216;8229;Sant Mateu de Bages;614;189;30,78175896
6217;17174;Sant Miquel de Campmajor;243;47;19,34156379
6218;17175;Sant Miquel de Fluvià;755;143;18,94039735
6219;17176;Sant Mori;157;36;22,92993631
6220;17177;Sant Pau de Segúries;725;199;27,44827586
6221;8231;Sant Pere de Ribes;31525;4962;15,73988898
6222;8232;Sant Pere de Riudebitlles;2411;517;21,44338449
6223;8233;Sant Pere de Torelló;2488;551;22,14630225
6224;8234;Sant Pere de Vilamajor;4671;708;15,15735389
6225;17178;Sant Pere Pescador;2083;332;15,93855017
6226;8189;Sant Pere Sallavinera;159;49;30,81761006
6227;8235;Sant Pol de Mar;5538;1191;21,50595883
6228;8236;Sant Quintí de Mediona;2367;424;17,91297
6229;8237;Sant Quirze de Besora;2145;558;26,01398601
6230;8238;Sant Quirze del Vallès;20156;3038;15,07243501
6231;8239;Sant Quirze Safaja;660;91;13,78787879
6232;25194;Sant Ramon;497;158;31,79074447
6233;8240;Sant Sadurní d'Anoia;12840;2251;17,53115265
6234;8241;Sant Sadurní d'Osormort;76;17;22,36842105
6235;8098;Sant Salvador de Guardiola;3243;570;17,57631822
6236;8262;Sant Vicenç de Castellet;9868;1884;19,09201459
6237;8264;Sant Vicenç de Montalt;6523;1147;17,58393377
6238;8265;Sant Vicenç de Torelló;2077;381;18,34376505
6239;8263;Sant Vicenç dels Horts;28115;4843;17,22568024
6240;6120;Santa Amalia;3957;800;20,21733637
6241;10165;Santa Ana;273;97;35,53113553
6242;45155;Santa Ana de Pusa;346;149;43,06358382
6243;21067;Santa Ana la Real;489;110;22,49488753
6244;43138;Santa Bàrbara;3762;845;22,46145667
6245;21068;Santa Bárbara de Casa;1055;293;27,77251185
6246;35021;Santa Brígida;18297;3551;19,40755315
6247;9343;Santa Cecilia;100;35;35
6248;8243;Santa Cecília de Voltregà;179;35;19,55307263
6249;34167;Santa Cecilia del Alcor;107;50;46,72897196
6250;22208;Santa Cilia;245;46;18,7755102
6251;49197;Santa Clara de Avedillo;157;72;45,85987261
6252;26134;Santa Coloma;97;32;32,98969072
6253;8244;Santa Coloma de Cervelló;8273;1152;13,92481567
6254;17180;Santa Coloma de Farners;13459;2273;16,88832751
6255;8245;Santa Coloma de Gramenet;119289;23394;19,61119634
6256;43139;Santa Coloma de Queralt;2702;644;23,83419689
6257;24151;Santa Colomba de Curueño;478;202;42,25941423
6258;49199;Santa Colomba de las Monjas;246;114;46,34146341
6259;24152;Santa Colomba de Somoza;518;195;37,64478764
6260;15077;Santa Comba;9359;2904;31,02895609
6261;17181;Santa Cristina d'Aro;5408;982;18,15828402
6262;49200;Santa Cristina de la Polvorosa;1070;334;31,21495327
6263;24153;Santa Cristina de Valmadrigal;262;103;39,3129771
6264;49201;Santa Croya de Tera;290;144;49,65517241
6265;39073;Santa Cruz de Bezana;13292;2299;17,29611797
6266;34168;Santa Cruz de Boedo;49;25;51,02040816
6267;50236;Santa Cruz de Grío;102;41;40,19607843
6268;38037;Santa Cruz de la Palma;15446;3462;22,41356986
6269;9345;Santa Cruz de la Salceda;132;42;31,81818182
6270;22209;Santa Cruz de la Serós;193;43;22,27979275
6271;10166;Santa Cruz de la Sierra;324;95;29,32098765
6272;45156;Santa Cruz de la Zarza;4085;1003;24,55324357
6273;13076;Santa Cruz de los Cáñamos;515;163;31,65048544
6274;4080;Santa Cruz de Marchena;203;73;35,96059113
6275;50237;Santa Cruz de Moncayo;134;28;20,89552239
6276;16194;Santa Cruz de Moya;232;95;40,94827586
6277;13077;Santa Cruz de Mudela;4017;924;23,00224048
6278;44208;Santa Cruz de Nogueras;30;13;43,33333333
6279;10167;Santa Cruz de Paniagua;296;116;39,18918919
6280;5222;Santa Cruz de Pinares;162;53;32,71604938
6281;38038;Santa Cruz de Tenerife;208563;41009;19,6626439
6282;42166;Santa Cruz de Yanguas;62;20;32,25806452
6283;18174;Santa Cruz del Comercio;543;130;23,94106814
6284;45157;Santa Cruz del Retamar;3554;594;16,71356218
6285;5221;Santa Cruz del Valle;324;123;37,96296296
6286;9346;Santa Cruz del Valle Urbión;101;33;32,67326733
6287;23076;Santa Elena;887;194;21,87147689
6288;24154;Santa Elena de Jamuz;1029;371;36,05442177
6289;26135;Santa Engracia del Jubera;174;49;28,16091954
6290;14061;Santa Eufemia;747;287;38,42034806
6291;47152;Santa Eufemia del Arroyo;71;27;38,02816901
6292;49202;Santa Eufemia del Barco;177;81;45,76271186
6293;7053;Santa Eugènia;1724;298;17,28538283
6294;8246;Santa Eugènia de Berga;2259;441;19,52191235
6295;44209;Santa Eulalia;1066;312;29,26829268
6296;26136;Santa Eulalia Bajera;108;23;21,2962963
6297;50238;Santa Eulalia de Gállego;103;30;29,12621359
6298;33062;Santa Eulalia de Oscos;434;145;33,41013825
6299;8247;Santa Eulàlia de Riuprimer;1409;205;14,54932576
6300;8248;Santa Eulàlia de Ronçana;7538;1314;17,43167949
6301;7054;Santa Eulària des Riu;40038;5230;13,06259054
6302;18175;Santa Fe;15175;2554;16,83031301
6303;4081;Santa Fe de Mondújar;477;96;20,12578616
6304;8249;Santa Fe del Penedès;378;61;16,13756614
6305;9347;Santa Gadea del Cid;152;42;27,63157895
6306;9348;Santa Inés;147;46;31,29251701
6307;17182;Santa Llogaia d'Àlguema;378;58;15,34391534
6308;35022;Santa Lucía de Tirajana;73573;8041;10,92928112
6309;12102;Santa Magdalena de Pulpis;755;198;26,22516556
6310;7055;Santa Margalida;12767;2011;15,75154696
6311;8250;Santa Margarida de Montbui;10192;1809;17,74921507
6312;8251;Santa Margarida i els Monjos;7664;1154;15,05741127
6313;8253;Santa Maria de Besora;161;41;25,46583851
6314;39074;Santa María de Cayón;9205;1568;17,03422053
6315;22906;Santa María de Dulcis;204;67;32,84313725
6316;35023;Santa María de Guía de Gran Canaria;13871;2713;19,55879172
6317;42167;Santa María de Huerta;265;102;38,49056604
6318;28135;Santa María de la Alameda;1436;282;19,63788301
6319;24155;Santa María de la Isla;468;217;46,36752137
6320;49203;Santa María de la Vega;289;127;43,94463668
6321;42168;Santa María de las Hoyas;87;48;55,17241379
6322;5226;Santa María de los Caballeros;66;33;50
6323;16196;Santa María de los Llanos;681;220;32,30543319
6324;8256;Santa Maria de Martorelles;882;140;15,87301587
6325;8255;Santa Maria de Merlès;180;24;13,33333333
6326;8257;Santa Maria de Miralles;129;33;25,58139535
6327;24158;Santa María de Ordás;332;130;39,15662651
6328;8259;Santa Maria de Palautordera;9666;1645;17,01841506
6329;37293;Santa María de Sando;100;50;50
6330;49204;Santa María de Valverde;54;32;59,25925926
6331;5224;Santa María del Arroyo;105;49;46,66666667
6332;5225;Santa María del Berrocal;373;145;38,87399464
6333;7056;Santa María del Camí;7507;1224;16,3047822
6334;9350;Santa María del Campo;518;160;30,88803089
6335;16195;Santa María del Campo Rus;534;192;35,95505618
6336;5902;Santa María del Cubillo;314;101;32,1656051
6337;9351;Santa María del Invierno;66;27;40,90909091
6338;9352;Santa María del Mercadillo;104;45;43,26923077
6339;24156;Santa María del Monte de Cea;217;114;52,53456221
6340;24157;Santa María del Páramo;3109;800;25,73174654
6341;5227;Santa María del Tiétar;484;112;23,14049587
6342;16197;Santa María del Val;62;37;59,67741935
6343;8258;Santa Maria d'Oló;1065;257;24,1314554
6344;40185;Santa María la Real de Nieva;926;293;31,64146868
6345;9353;Santa María Rivarredonda;95;31;32,63157895
6346;24159;Santa Marina del Rey;1848;729;39,44805195
6347;6121;Santa Marta;4094;814;19,88275525
6348;10168;Santa Marta de Magasca;301;134;44,51827243
6349;37294;Santa Marta de Tormes;14646;2382;16,2638263
6350;40186;Santa Marta del Cerro;40;18;45
6351;45158;Santa Olalla;3391;644;18,99144795
6352;9354;Santa Olalla de Bureba;35;16;45,71428571
6353;21069;Santa Olalla del Cala;2034;390;19,1740413
6354;43140;Santa Oliva;3450;643;18,63768116
6355;17184;Santa Pau;1585;373;23,53312303
6356;8260;Santa Perpètua de Mogoda;26033;4142;15,91057504
6357;3121;Santa Pola;34148;6217;18,20604428
6358;8261;Santa Susanna;3650;609;16,68493151
6359;38039;Santa Úrsula;14987;2332;15,56015213
6360;31220;Santacara;865;239;27,6300578
6361;14060;Santaella;4611;893;19,36673173
6362;22212;Santaliestra y San Quílez;75;33;44
6363;39075;Santander;172221;44302;25,72392449
6364;7057;Santanyí;12342;2240;18,14940852
6365;24160;Santas Martas;728;242;33,24175824
6366;50239;Santed;64;29;45,3125
6367;47153;Santervás de Campos;110;54;49,09090909
6368;34169;Santervás de la Vega;413;148;35,83535109
6369;10169;Santiago de Alcántara;488;203;41,59836066
6370;23077;Santiago de Calatrava;670;194;28,95522388
6371;15078;Santiago de Compostela;97858;22334;22,82286579
6372;37296;Santiago de la Puebla;297;142;47,81144781
6373;10170;Santiago del Campo;234;77;32,90598291
6374;5228;Santiago del Collado;168;98;58,33333333
6375;38040;Santiago del Teide;11115;2050;18,44354476
6376;5904;Santiago del Tormes;110;35;31,81818182
6377;24161;Santiago Millas;343;95;27,696793
6378;23904;Santiago-Pontones;2832;750;26,48305085
6379;37297;Santibáñez de Béjar;462;136;29,43722944
6380;34170;Santibáñez de Ecla;48;27;56,25
6381;9355;Santibáñez de Esgueva;85;41;48,23529412
6382;34171;Santibáñez de la Peña;1002;351;35,02994012
6383;37298;Santibáñez de la Sierra;178;84;47,19101124
6384;49205;Santibáñez de Tera;369;188;50,94850949
6385;47154;Santibáñez de Valcorba;181;68;37,56906077
6386;49206;Santibáñez de Vidriales;918;345;37,58169935
6387;9356;Santibáñez del Val;54;13;24,07407407
6388;10171;Santibáñez el Alto;354;122;34,46327684
6389;10172;Santibáñez el Bajo;748;224;29,94652406
6390;39076;Santillana del Mar;4231;956;22,59513117
6391;41089;Santiponce;8491;1314;15,47520904
6392;15079;Santiso;1529;608;39,76455199
6393;23079;Santisteban del Puerto;4472;795;17,77728086
6394;39077;Santiurde de Reinosa;244;89;36,47540984
6395;39078;Santiurde de Toranzo;1695;428;25,25073746
6396;19250;Santiuste;15;7;46,66666667
6397;40188;Santiuste de Pedraza;85;47;55,29411765
6398;40189;Santiuste de San Juan Bautista;535;186;34,76635514
6399;37299;Santiz;253;87;34,38735178
6400;33064;Santo Adriano;277;89;32,1299639
6401;26138;Santo Domingo de la Calzada;6222;1382;22,21150755
6402;5229;Santo Domingo de las Posadas;72;29;40,27777778
6403;40190;Santo Domingo de Pirón;59;16;27,11864407
6404;9358;Santo Domingo de Silos;262;108;41,22137405
6405;45901;Santo Domingo-Caudilla;1094;197;18,00731261
6406;23080;Santo Tomé;2118;495;23,37110482
6407;5230;Santo Tomé de Zabarcos;69;27;39,13043478
6408;40191;Santo Tomé del Puerto;259;76;29,34362934
6409;30901;Santomera;16154;2153;13,32796831
6410;39079;Santoña;11011;2572;23,35845972
6411;28136;Santorcaz;925;175;18,91891892
6412;28137;Santos de la Humosa, Los;2729;286;10,48002931
6413;6122;Santos de Maimona, Los;8064;1497;18,5639881
6414;37300;Santos, Los;595;202;33,94957983
6415;49207;Santovenia;235;109;46,38297872
6416;24162;Santovenia de la Valdoncina;2079;451;21,69312169
6417;47155;Santovenia de Pisuerga;4604;494;10,72980017
6418;34174;Santoyo;188;67;35,63829787
6419;8192;Santpedor;7566;1402;18,53026698
6420;26140;Santurde de Rioja;278;98;35,25179856
6421;26141;Santurdejo;99;48;48,48484848
6422;48082;Santurtzi;46085;11015;23,90148638
6423;36051;Sanxenxo;17635;4157;23,57244117
6424;49210;Sanzoles;471;163;34,60721868
6425;47157;Sardón de Duero;602;170;28,23920266
6426;37301;Sardón de los Frailes;99;40;40,4040404
6427;9361;Sargentes de la Lora;115;54;46,95652174
6428;33065;Sariego;1297;354;27,29375482
6429;24163;Sariegos;5170;902;17,44680851
6430;22213;Sariñena;4173;910;21,80685358
6431;39081;Saro;519;148;28,51637765
6432;9362;Sarracín;257;56;21,78988327
6433;43142;Sarral;1549;316;20,40025823
6434;32078;Sarreaus;1114;576;51,70556553
6435;27057;Sarria;13257;3621;27,31387192
6436;17186;Sarrià de Ter;5231;890;17,01395527
6437;31222;Sarriés/Sartze;61;20;32,78688525
6438;44210;Sarrión;1194;245;20,51926298
6439;25201;Sarroca de Bellera;120;40;33,33333333
6440;25200;Sarroca de Lleida;357;116;32,4929972
6441;31223;Sartaguda;1287;329;25,56332556
6442;45159;Sartajada;97;39;40,20618557
6443;9363;Sasamón;963;358;37,17549325
6444;50240;Sástago;1122;379;33,77896613
6445;19251;Saúca;54;15;27,77777778
6446;10173;Saucedilla;869;132;15,18987342
6447;41090;Saucejo, El;4247;884;20,81469272
6448;37302;Saucelle;275;109;39,63636364
6449;40192;Sauquillo de Cabezas;141;48;34,04255319
6450;17187;Saus, Camallera i Llampaies;865;202;23,35260116
6451;38041;Sauzal, El;8918;1484;16,64050235
6452;43143;Savallà del Comtat;53;19;35,8490566
6453;27058;Saviñao, O;3589;1529;42,60239621
6454;3123;Sax;9935;1840;18,52038249
6455;29086;Sayalonga;1614;499;30,91697646
6456;19252;Sayatón;64;18;28,125
6457;40193;Sebúlcor;264;53;20,07575758
6458;47158;Seca, La;1066;257;24,10881801
6459;22214;Secastilla;149;39;26,17449664
6460;43144;Secuita, La;1728;277;16,03009259
6461;46223;Sedaví;10344;2057;19,88592421
6462;29087;Sedella;592;188;31,75675676
6463;50242;Sediles;108;45;41,66666667
6464;46224;Segart;177;43;24,29378531
6465;12104;Segorbe;9139;2002;21,90611664
6466;40194;Segovia;51258;12076;23,55924929
6467;20070;Segura;1461;296;20,26009582
6468;23081;Segura de la Sierra;1771;411;23,20722756
6469;6124;Segura de León;1834;482;26,28135224
6470;44211;Segura de los Baños;38;15;39,47368421
6471;10174;Segura de Toro;190;55;28,94736842
6472;45160;Segurilla;1346;295;21,91679049
6473;22215;Seira;154;50;32,46753247
6474;19254;Selas;43;23;53,48837209
6475;39082;Selaya;1854;472;25,45846818
6476;3124;Sella;578;162;28,02768166
6477;46225;Sellent;377;108;28,64721485
6478;7058;Selva;4126;799;19,36500242
6479;17188;Selva de Mar, La;212;56;26,41509434
6480;43145;Selva del Camp, La;5694;952;16,71935371
6481;19901;Semillas;36;20;55,55555556
6482;46226;Sempere;26;12;46,15384615
6483;22217;Sena;491;151;30,75356415
6484;24164;Sena de Luna;367;131;35,69482289
6485;43146;Senan;42;12;28,57142857
6486;7047;Sencelles;3542;617;17,41953698
6487;4082;Senés;291;95;32,64604811
6488;22218;Senés de Alcubierre;45;15;33,33333333
6489;43044;Sénia, La;5530;1184;21,41048825
6490;3125;Senija;605;131;21,65289256
6491;44212;Seno;44;16;36,36363636
6492;25202;Senterada;150;25;16,66666667
6493;25035;Sentiu de Sió, La;426;126;29,57746479
6494;8267;Sentmenat;9347;1387;14,83898577
6495;46227;Senyera;1132;185;16,34275618
6496;37304;Sepulcro-Hilario;157;82;52,22929936
6497;40195;Sepúlveda;987;276;27,96352584
6498;40196;Sequera de Fresno;32;8;25
6499;9365;Sequera de Haza, La;25;12;48
6500;37305;Sequeros;240;89;37,08333333
6501;17190;Serinyà;1143;199;17,41032371
6502;28138;Serna del Monte, La;96;14;14,58333333
6503;34175;Serna, La;94;32;34,04255319
6504;4083;Serón;2039;580;28,44531633
6505;42171;Serón de Nágima;130;67;51,53846154
6506;25204;Seròs;1923;402;20,90483619
6507;46228;Serra;3326;554;16,65664462
6508;17191;Serra de Daró;235;51;21,70212766
6509;47159;Serrada;1111;265;23,85238524
6510;5232;Serrada, La;134;42;31,34328358
6511;10175;Serradilla;1503;439;29,20825017
6512;37306;Serradilla del Arroyo;248;118;47,58064516
6513;37307;Serradilla del Llano;147;62;42,17687075
6514;5233;Serranillos;245;94;38,36734694
6515;28140;Serranillos del Valle;4429;520;11,74079928
6516;12103;Serratella, la;92;43;46,73913043
6517;29904;Serrato;473;139;29,38689218
6518;10176;Serrejón;409;105;25,67237164
6519;22220;Sesa;162;61;37,65432099
6520;45161;Seseña;27466;1826;6,648219617
6521;31224;Sesma;1149;328;28,54656223
6522;48084;Sestao;27342;6947;25,40779753
6523;50243;Sestrica;338;113;33,43195266
6524;22221;Sesué;123;16;13,00813008
6525;17192;Setcases;185;45;24,32432432
6526;11034;Setenil de las Bodegas;2698;539;19,9777613
6527;19255;Setiles;85;36;42,35294118
6528;25203;Seu d'Urgell, La;12252;2350;19,18054195
6529;8269;Seva;3696;637;17,23484848
6530;41091;Sevilla;684234;135913;19,86352622
6531;28141;Sevilla la Nueva;9345;1107;11,8459069
6532;45162;Sevilleja de la Jara;640;313;48,90625
6533;25205;Sidamon;755;127;16,82119205
6534;19256;Sienes;49;19;38,7755102
6535;33066;Siero;51608;11464;22,21361029
6536;37309;Sierpe, La;41;17;41,46341463
6537;10177;Sierra de Fuentes;1984;394;19,85887097
6538;50244;Sierra de Luna;285;78;27,36842105
6539;29088;Sierra de Yeguas;3386;652;19,25575901
6540;12105;Sierra Engarcerán;992;298;30,04032258
6541;4084;Sierro;380;112;29,47368421
6542;22222;Siétamo;710;120;16,90140845
6543;46229;Siete Aguas;1183;280;23,66863905
6544;47160;Siete Iglesias de Trabancos;427;157;36,76814988
6545;37310;Sieteiglesias de Tormes;184;95;51,63043478
6546;5234;Sigeres;41;21;51,2195122
6547;19257;Sigüenza;4298;1091;25,38389949
6548;50245;Sigüés;79;34;43,03797468
6549;23082;Siles;2209;574;25,98460842
6550;46230;Silla;19211;3582;18,64556764
6551;36052;Silleda;8845;2463;27,84624081
6552;38042;Silos, Los;4692;1175;25,04262575
6553;17193;Sils;6349;1025;16,14427469
6554;47161;Simancas;5315;766;14,41204139
6555;46231;Simat de la Valldigna;3286;752;22,88496652
6556;46232;Sinarcas;1109;283;25,51848512
6557;7060;Sineu;4122;745;18,07375061
6558;44213;Singra;80;23;28,75
6559;5235;Sinlabajos;141;63;44,68085106
6560;6125;Siruela;1852;580;31,3174946
6561;50246;Sisamón;33;12;36,36363636
6562;16198;Sisante;1619;433;26,74490426
6563;8270;Sitges;30217;5711;18,89995698
6564;17052;Siurana;179;43;24,02234637
6565;39083;Soba;1153;358;31,04943625
6566;27059;Sober;2243;989;44,09273295
6567;50247;Sobradiel;1150;217;18,86956522
6568;37311;Sobradillo;196;89;45,40816327
6569;24165;Sobrado;292;155;53,08219178
6570;15080;Sobrado;1778;675;37,9640045
6571;8271;Sobremunt;78;17;21,79487179
6572;33067;Sobrescobio;829;251;30,2774427
6573;2072;Socovos;1750;512;29,25714286
6574;13078;Socuéllamos;12067;2305;19,10168227
6575;26143;Sojuela;465;72;15,48387097
6576;5236;Solana de Ávila;112;37;33,03571429
6577;6126;Solana de los Barros;2575;544;21,12621359
6578;5237;Solana de Rioalmar;145;60;41,37931034
6579;13080;Solana del Pino;322;119;36,95652174
6580;13079;Solana, La;15357;2769;18,0308654
6581;19258;Solanillos del Extremo;87;31;35,63218391
6582;9366;Solarana;73;36;49,31506849
6583;16199;Solera de Gabaldón;27;20;74,07407407
6584;25206;Soleràs, El;337;103;30,56379822
6585;42172;Soliedra;31;15;48,38709677
6586;43147;Solivella;640;179;27,96875
6587;46233;Sollana;4911;984;20,03665241
6588;7061;Sóller;13491;2774;20,56185605
6589;39084;Solórzano;1048;262;25
6590;5238;Solosancho;815;268;32,88343558
6591;25207;Solsona;9175;1753;19,10626703
6592;33068;Somiedo;1104;400;36,23188406
6593;19259;Somolinos;30;12;40
6594;4085;Somontín;444;137;30,85585586
6595;28143;Somosierra;87;24;27,5862069
6596;15081;Somozas, As;1076;322;29,92565056
6597;7062;Son Servera;11835;1766;14,92184199
6598;48904;Sondika;4555;953;20,92206367
6599;12106;Soneja;1479;363;24,54361055
6600;45163;Sonseca;11070;2151;19,43089431
6601;22223;Sopeira;93;26;27,95698925
6602;48085;Sopela;14276;2287;16,01989353
6603;18176;Soportújar;259;82;31,66023166
6604;48086;Sopuerta;2638;582;22,06216831
6605;8272;Sora;211;47;22,27488152
6606;20065;Soraluze-Placencia de las Armas;3903;939;24,0584166
6607;4086;Sorbas;2471;665;26,9121813
6608;9368;Sordillos;28;18;64,28571429
6609;42173;Soria;39695;8292;20,88928077
6610;25208;Soriguera;431;63;14,61716937
6611;37312;Sorihuela;258;90;34,88372093
6612;23084;Sorihuela del Guadalimar;1075;225;20,93023256
6613;31225;Sorlada;51;17;33,33333333
6614;25209;Sort;2181;433;19,85327831
6615;18177;Sorvilán;524;138;26,33587786
6616;26144;Sorzano;230;70;30,43478261
6617;50248;Sos del Rey Católico;574;200;34,84320557
6618;25210;Soses;1781;359;20,15721505
6619;46234;Sot de Chera;387;83;21,44702842
6620;12107;Sot de Ferrer;428;126;29,43925234
6621;5239;Sotalbo;230;67;29,13043478
6622;26145;Sotés;276;87;31,52173913
6623;40198;Sotillo;29;10;34,48275862
6624;5240;Sotillo de la Adrada;4721;960;20,33467486
6625;9369;Sotillo de la Ribera;469;143;30,49040512
6626;45164;Sotillo de las Palomas;191;83;43,45549738
6627;42174;Sotillo del Rincón;178;61;34,26966292
6628;19260;Sotillo, El;41;24;58,53658537
6629;34177;Soto de Cerrato;192;63;32,8125
6630;24166;Soto de la Vega;1518;512;33,72859025
6631;33069;Soto del Barco;3850;1131;29,37662338
6632;28144;Soto del Real;9091;1506;16,56583434
6633;26146;Soto en Cameros;84;32;38,0952381
6634;24167;Soto y Amío;770;267;34,67532468
6635;34176;Sotobañado y Priorato;144;45;31,25
6636;19261;Sotodosos;30;19;63,33333333
6637;22904;Sotonera, La;903;293;32,44739756
6638;16909;Sotorribas;681;209;30,69016153
6639;40199;Sotosalbos;137;31;22,62773723
6640;37313;Sotoserrano;553;201;36,34719711
6641;9372;Sotragero;289;32;11,07266436
6642;9373;Sotresgudo;445;167;37,52808989
6643;36053;Soutomaior;7482;1376;18,3908046
6644;39085;Suances;9026;1795;19,88699313
6645;8273;Subirats;3149;626;19,87932677
6646;25211;Sudanell;844;206;24,40758294
6647;46235;Sueca;27617;5719;20,70825941
6648;42175;Suellacabras;25;6;24
6649;12108;Sueras/Suera;554;136;24,54873646
6650;4087;Suflí;197;42;21,31979695
6651;48076;Sukarrieta;347;117;33,71757925
6652;46236;Sumacàrcer;1072;288;26,86567164
6653;31226;Sunbilla;674;167;24,77744807
6654;25212;Sunyer;334;69;20,65868263
6655;8274;Súria;5923;1370;23,13017052
6656;9374;Susinos del Páramo;113;26;23,00884956
6657;17194;Susqueda;99;19;19,19191919
6658;34178;Tabanera de Cerrato;137;45;32,84671533
6659;34179;Tabanera de Valdavia;24;12;50
6660;40200;Tabanera la Luenga;47;16;34,04255319
6661;49214;Tábara;751;292;38,88149134
6662;37314;Tabera de Abajo;109;24;22,01834862
6663;4088;Tabernas;3887;705;18,13738101
6664;4089;Taberno;996;309;31,02409639
6665;27060;Taboada;2689;1125;41,83711417
6666;32079;Taboadela;1452;508;34,9862259
6667;50249;Tabuenca;320;122;38,125
6668;38043;Tacoronte;24346;4093;16,8117966
6669;31227;Tafalla;10582;2427;22,93517294
6670;8276;Tagamanent;325;49;15,07692308
6671;18901;Taha, La;715;191;26,71328671
6672;4090;Tahal;349;111;31,80515759
6673;42176;Tajahuerce;24;10;41,66666667
6674;42177;Tajueco;60;33;55
6675;37315;Tala, La;80;38;47,5
6676;8277;Talamanca;222;47;21,17117117
6677;28145;Talamanca de Jarama;4123;520;12,6121756
6678;50250;Talamantes;64;14;21,875
6679;25215;Talarn;489;100;20,44989775
6680;6127;Talarrubias;3355;828;24,67958271
6681;10178;Talaván;796;272;34,17085427
6682;25216;Talavera;287;87;30,31358885
6683;45165;Talavera de la Reina;83477;16132;19,32508356
6684;6128;Talavera la Real;5311;1007;18,96064771
6685;10179;Talaveruela de la Vera;316;116;36,70886076
6686;10180;Talayuela;7328;959;13,08679039
6687;16202;Talayuelas;849;272;32,0376914
6688;12109;Tales;843;186;22,06405694
